brand,km_driven,fuel,owner,selling_price
Maruti,40000,Petrol,First Owner,270000
Tata,28900,Petrol,Second Owner,135000
Maruti,20000,Petrol,First Owner,275000
Jaguar,9000,Diesel,First Owner,2625000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Mahindra,165000,Diesel,First Owner,634000
Maruti,98500,Petrol,Second Owner,235000
Hyundai,98000,Petrol,Third Owner,275000
Mahindra,40000,Diesel,Second Owner,700000
Fiat,90000,Diesel,First Owner,400000
Maruti,90000,Petrol,Third Owner,215000
Hyundai,110000,Diesel,Second Owner,150000
Maruti,77800,Diesel,First Owner,950000
Mahindra,100000,Diesel,First Owner,730000
Tata,120000,Diesel,Second Owner,135000
Hyundai,80000,Petrol,Second Owner,350000
Mahindra,21000,Petrol,Second Owner,535000
Maruti,100000,Petrol,Second Owner,455000
Maruti,25000,Petrol,First Owner,655000
Ford,30000,Diesel,Third Owner,800000
Toyota,25000,Petrol,First Owner,1100000
Mercedes-Benz,40000,Diesel,First Owner,3000000
Toyota,160000,Diesel,First Owner,1225000
Mahindra,51492,Petrol,First Owner,340000
Volkswagen,72000,Diesel,Second Owner,300000
Ford,60000,Petrol,First Owner,370000
Mahindra,136000,Diesel,Second Owner,330000
Hyundai,60000,Petrol,First Owner,238000
Hyundai,110000,Petrol,Second Owner,72000
Hyundai,90000,Petrol,First Owner,200000
Nissan,91000,Diesel,Fourth & Above Owner,320000
Hyundai,90000,Petrol,Fourth & Above Owner,114999
Maruti,50000,Petrol,Second Owner,320000
Hyundai,20000,Petrol,First Owner,210000
Mahindra,120000,Diesel,First Owner,200000
Maruti,150000,Petrol,Second Owner,135000
Tata,52000,Diesel,First Owner,350000
Mahindra,167000,Diesel,Second Owner,350000
Maruti,40000,Diesel,First Owner,680000
Maruti,190000,Diesel,Second Owner,200000
Renault,50000,Petrol,First Owner,300000
Mahindra,70000,Diesel,Second Owner,270000
Maruti,80000,Petrol,Second Owner,225000
Mahindra,120000,Diesel,First Owner,250000
Mahindra,40000,Diesel,Second Owner,590000
Hyundai,17000,Petrol,First Owner,290000
Maruti,180000,Petrol,Second Owner,100000
Maruti,50000,Petrol,First Owner,395000
Hyundai,65000,Petrol,Second Owner,195000
Tata,10000,Petrol,Third Owner,45000
Mahindra,70000,Diesel,Second Owner,270000
Chevrolet,90000,Diesel,Second Owner,600000
Hyundai,50000,Diesel,First Owner,715000
Hyundai,10000,Petrol,First Owner,600000
Mahindra,25000,Diesel,First Owner,875000
Mahindra,100000,Diesel,Second Owner,420000
Honda,70000,Petrol,Second Owner,325000
Datsun,30000,Petrol,First Owner,385000
Mahindra,40000,Petrol,First Owner,300000
Hyundai,135000,Diesel,First Owner,335000
Maruti,35000,Petrol,First Owner,300000
Hyundai,120000,Petrol,Second Owner,80000
Mahindra,120000,Diesel,First Owner,400000
Tata,190000,Diesel,Second Owner,168000
Mahindra,120000,Diesel,First Owner,550000
Toyota,120000,Diesel,Second Owner,300000
Mahindra,175000,Diesel,Third Owner,320000
Mahindra,175000,Diesel,Third Owner,320000
Nissan,25000,Petrol,Second Owner,350000
Tata,80000,Diesel,First Owner,280000
Hyundai,70000,Diesel,Second Owner,550000
Hyundai,10000,Petrol,First Owner,500000
Ford,6000,Petrol,First Owner,700000
Skoda,90000,Diesel,Second Owner,380000
Mahindra,110000,Diesel,Second Owner,340000
Mahindra,120000,Diesel,Third Owner,160000
Toyota,50000,Diesel,First Owner,750000
Hyundai,20000,Petrol,First Owner,531000
Renault,35000,Petrol,First Owner,300000
Volkswagen,60000,Diesel,Second Owner,350000
Chevrolet,68000,Petrol,Fourth & Above Owner,150000
Maruti,30000,Petrol,First Owner,450000
Mahindra,54000,Diesel,First Owner,1625000
Maruti,65000,Petrol,Third Owner,140000
Mahindra,80000,Diesel,Third Owner,250000
Tata,120000,Diesel,Third Owner,85000
Hyundai,30000,Petrol,First Owner,450000
Maruti,55113,Petrol,First Owner,170000
Tata,50000,Diesel,First Owner,360000
Maruti,6000,Petrol,First Owner,390000
Maruti,50000,Petrol,Second Owner,145000
Mahindra,90000,Diesel,Third Owner,540000
Toyota,126000,Diesel,Third Owner,290000
Tata,90000,Diesel,First Owner,300000
Ford,80000,Petrol,First Owner,565000
Mahindra,70000,Diesel,Second Owner,441000
Hyundai,80000,Petrol,Second Owner,50000
Hyundai,80000,Petrol,Second Owner,180000
Hyundai,80000,Petrol,Second Owner,200000
Maruti,150000,Petrol,Second Owner,85000
Tata,110000,Diesel,Fourth & Above Owner,67500
Maruti,110000,Diesel,Second Owner,700000
Volkswagen,80000,Diesel,Fourth & Above Owner,275000
Hyundai,20000,Petrol,First Owner,600000
Mahindra,120000,Diesel,First Owner,250000
Mahindra,120000,Diesel,First Owner,600000
Fiat,80000,Diesel,Second Owner,200000
Hyundai,91500,Diesel,Second Owner,425000
Maruti,120000,Diesel,Second Owner,420000
Hyundai,100000,Diesel,Second Owner,321000
Mahindra,120000,Diesel,Fourth & Above Owner,350000
Honda,80000,Petrol,First Owner,490000
Mahindra,90000,Diesel,First Owner,680000
Maruti,70000,Petrol,First Owner,298000
Hyundai,110000,Petrol,Second Owner,80000
Mahindra,150000,Diesel,Fourth & Above Owner,450000
Skoda,60000,Petrol,Second Owner,400000
Tata,40000,Diesel,First Owner,250000
Ford,110000,Diesel,Third Owner,1075000
Hyundai,20000,Petrol,First Owner,500000
Ford,10000,Petrol,First Owner,681000
Mahindra,90000,Diesel,Second Owner,650000
Chevrolet,70000,Petrol,Second Owner,80000
Mahindra,120000,Diesel,First Owner,290000
Mahindra,120000,Diesel,Second Owner,220000
Hyundai,90000,Petrol,Second Owner,120000
Datsun,80000,Petrol,First Owner,229999
Mahindra,132478,Diesel,Second Owner,150000
Maruti,45000,Petrol,First Owner,500000
Tata,120000,Diesel,First Owner,175000
Ford,10000,Petrol,First Owner,720000
Maruti,51000,Petrol,First Owner,100000
Honda,105000,Petrol,Second Owner,250000
Mahindra,100000,Diesel,First Owner,810000
Maruti,30000,Petrol,Third Owner,165000
Chevrolet,60000,Diesel,Second Owner,409999
Maruti,86000,Diesel,Second Owner,430000
Datsun,15000,Petrol,First Owner,300000
Maruti,137500,Diesel,Third Owner,350000
Renault,60000,Petrol,First Owner,400000
Chevrolet,70000,Diesel,First Owner,420000
Maruti,5000,Petrol,First Owner,430000
Maruti,30000,Petrol,First Owner,573000
Hyundai,40000,Petrol,First Owner,210000
Renault,60000,Diesel,First Owner,600000
Honda,70000,Petrol,Third Owner,150000
Tata,15000,Petrol,First Owner,550000
Maruti,110000,Diesel,Second Owner,320000
Maruti,70000,Petrol,Fourth & Above Owner,80000
Honda,10000,Diesel,First Owner,800000
Maruti,60000,Petrol,First Owner,500000
Tata,110000,Diesel,Second Owner,229999
Maruti,60000,Petrol,First Owner,500000
Hyundai,35000,Petrol,First Owner,630000
Maruti,70000,Petrol,Second Owner,190000
Tata,110000,Diesel,Second Owner,229999
Mahindra,100000,Diesel,Second Owner,450000
Maruti,120000,Petrol,First Owner,95000
Maruti,90000,Petrol,Fourth & Above Owner,101000
Honda,70000,Diesel,Second Owner,500000
Toyota,88000,Diesel,Second Owner,1019999
Hyundai,38000,Petrol,First Owner,244000
Maruti,90000,Petrol,Second Owner,250000
Maruti,60000,Petrol,First Owner,660000
Hyundai,60000,Petrol,First Owner,270000
Maruti,156060,Diesel,First Owner,280000
Hyundai,60000,Diesel,First Owner,1050000
Maruti,70000,Petrol,First Owner,525000
Hyundai,35000,Diesel,First Owner,850000
Mahindra,50000,Diesel,First Owner,1165000
Maruti,50000,Petrol,Second Owner,345000
Hyundai,100000,Petrol,Second Owner,95000
Maruti,15000,Petrol,First Owner,241000
Maruti,20000,Petrol,First Owner,235000
Ford,80000,Diesel,First Owner,615000
Mahindra,110000,Diesel,Second Owner,350000
Maruti,35000,Petrol,First Owner,350000
Maruti,35000,Petrol,First Owner,380000
Tata,140000,Diesel,First Owner,400000
Maruti,40000,Petrol,First Owner,220000
Tata,110000,Diesel,Third Owner,270000
Maruti,70000,Petrol,Second Owner,275000
Tata,100000,Diesel,Second Owner,125000
Hyundai,20000,Petrol,First Owner,360000
Hyundai,15000,Petrol,First Owner,550000
Ford,70000,Petrol,Second Owner,200000
Mahindra,20000,Petrol,First Owner,327000
Hyundai,15000,Petrol,First Owner,425000
Maruti,107000,Diesel,First Owner,620000
Tata,54000,Diesel,Second Owner,130000
Maruti,58000,Petrol,First Owner,120000
Mahindra,110000,Diesel,Second Owner,400000
Hyundai,90000,Diesel,Fourth & Above Owner,185000
Hyundai,43000,Petrol,Second Owner,204999
Maruti,43000,Diesel,First Owner,625000
Maruti,60000,Diesel,First Owner,600000
Tata,150000,Petrol,First Owner,150000
Renault,35000,Petrol,First Owner,300000
Chevrolet,46000,Petrol,First Owner,229999
Maruti,10000,Petrol,First Owner,220000
Hyundai,35000,Petrol,First Owner,576000
Renault,50000,Petrol,First Owner,265000
Maruti,60000,Petrol,Third Owner,50000
Hyundai,80000,Diesel,First Owner,300000
Tata,110000,Diesel,First Owner,420000
Maruti,14000,Diesel,First Owner,750000
Maruti,60000,CNG,Second Owner,165000
Renault,28000,Petrol,First Owner,290000
Hyundai,57000,Petrol,First Owner,160000
Maruti,50000,Diesel,First Owner,695000
Maruti,70000,LPG,First Owner,231000
Toyota,60000,Diesel,First Owner,1050000
Hyundai,70000,Petrol,First Owner,400000
Hyundai,40000,Petrol,First Owner,500000
Tata,120000,Diesel,Second Owner,150000
Mahindra,140000,Diesel,Second Owner,400000
Tata,100000,Diesel,Second Owner,120000
Mahindra,120000,Diesel,Second Owner,480000
Tata,120000,Diesel,Second Owner,200000
Ford,64000,Diesel,Second Owner,300000
Maruti,25000,Petrol,First Owner,350000
Renault,12000,Petrol,First Owner,580000
Chevrolet,70000,Diesel,Second Owner,200000
Mahindra,120000,Diesel,First Owner,750000
Renault,90000,Petrol,First Owner,261000
Chevrolet,40000,Petrol,First Owner,371000
Mahindra,300000,Diesel,Third Owner,320000
Tata,120000,Diesel,Second Owner,204999
Hyundai,90000,Petrol,Second Owner,110000
Ford,100000,Diesel,Fourth & Above Owner,150000
Mahindra,90000,Diesel,Second Owner,625000
Mahindra,50000,Diesel,Second Owner,1300000
Skoda,168000,Diesel,First Owner,900000
Ford,110000,Diesel,Second Owner,180000
Mahindra,120000,Diesel,Second Owner,421000
Tata,120000,Diesel,Second Owner,204999
Honda,40000,Diesel,First Owner,900000
Honda,110000,Petrol,Second Owner,165000
Hyundai,100000,Diesel,Fourth & Above Owner,270000
Maruti,40000,Diesel,First Owner,750000
Hyundai,30000,Petrol,First Owner,750000
Maruti,80000,Petrol,Third Owner,40000
Ford,90000,Diesel,Second Owner,190000
Toyota,200000,Diesel,Third Owner,395000
Toyota,125000,Diesel,Second Owner,800000
Hyundai,80000,Petrol,First Owner,315000
Audi,44000,Diesel,Second Owner,1600000
Toyota,90000,Diesel,First Owner,409999
Hyundai,32000,Petrol,First Owner,580000
Hyundai,70000,Petrol,First Owner,340000
Hyundai,43000,Petrol,First Owner,270000
Tata,80000,Diesel,First Owner,280000
Tata,60000,Diesel,First Owner,130000
Hyundai,18945,Petrol,First Owner,260000
Hyundai,70000,Diesel,First Owner,710000
Maruti,100000,Petrol,Third Owner,204999
Datsun,60000,Petrol,First Owner,300000
Maruti,144000,Diesel,Second Owner,180000
Mahindra,120000,Diesel,First Owner,700000
Hyundai,107825,Diesel,Second Owner,320000
Maruti,15000,Petrol,First Owner,370000
Renault,10000,Petrol,First Owner,340000
Maruti,1620,Petrol,First Owner,1040000
Hyundai,30000,Diesel,First Owner,750000
Mahindra,70000,Diesel,First Owner,600000
Mahindra,70000,Diesel,First Owner,550000
Toyota,95000,Diesel,Second Owner,600000
Tata,50000,Diesel,First Owner,550000
Honda,160000,Diesel,First Owner,750000
Hyundai,10000,Petrol,First Owner,450000
Maruti,100000,Diesel,Third Owner,400000
Maruti,50000,Diesel,Second Owner,520000
Maruti,60000,Petrol,Second Owner,199000
Chevrolet,110000,Diesel,First Owner,150000
Hyundai,80000,Diesel,Third Owner,540000
Maruti,85000,Diesel,Second Owner,250000
Maruti,90000,Petrol,Second Owner,200000
Tata,90000,Diesel,Second Owner,130000
Maruti,90000,Petrol,First Owner,90000
Hyundai,120000,Diesel,Second Owner,450000
Hyundai,120000,Diesel,First Owner,280000
Tata,160000,Diesel,Second Owner,280000
Maruti,141000,Petrol,Second Owner,120000
Maruti,100000,Diesel,Second Owner,290000
Hyundai,15000,Diesel,First Owner,1000000
Maruti,108000,Diesel,First Owner,415000
Maruti,108000,Diesel,First Owner,415000
Chevrolet,55000,Diesel,First Owner,240000
Tata,37944,Diesel,First Owner,250000
Ford,90400,Diesel,First Owner,175000
Hyundai,85000,Diesel,Second Owner,220000
Maruti,120000,Diesel,Third Owner,85000
Maruti,5000,Petrol,First Owner,675000
Renault,50000,Diesel,First Owner,535000
Renault,5000,Petrol,First Owner,675000
Maruti,90000,Diesel,First Owner,800000
Maruti,96000,Diesel,Second Owner,425000
Maruti,80000,Petrol,Third Owner,150000
Maruti,60000,Petrol,Second Owner,90000
Mahindra,90000,Diesel,First Owner,850000
Toyota,193623,Diesel,Second Owner,330000
Hyundai,63186,Diesel,First Owner,850000
Mahindra,219000,Diesel,Second Owner,305000
Toyota,110000,Diesel,Second Owner,910000
Toyota,151000,Diesel,First Owner,1100000
Maruti,5000,Petrol,First Owner,675000
Maruti,91500,Petrol,First Owner,150000
Maruti,23000,Diesel,First Owner,550000
Volkswagen,40000,Diesel,First Owner,350000
Maruti,70000,Diesel,First Owner,300000
Toyota,10000,Diesel,First Owner,1745000
Mahindra,90000,Diesel,Second Owner,611000
Honda,68000,Petrol,First Owner,400000
Hyundai,120000,Diesel,First Owner,700000
Chevrolet,65000,Diesel,First Owner,300000
Hyundai,85000,Petrol,First Owner,65000
Maruti,94000,Petrol,Third Owner,200000
Hyundai,100000,Diesel,First Owner,650000
Hyundai,80000,Diesel,First Owner,650000
Volkswagen,80000,Diesel,Third Owner,350000
Tata,140500,Diesel,Third Owner,75000
Maruti,143000,Petrol,First Owner,240000
Maruti,60000,Petrol,First Owner,240000
Tata,120000,Diesel,Second Owner,180000
Hyundai,80000,Diesel,Second Owner,900000
Mahindra,63000,Diesel,Second Owner,425000
Chevrolet,120000,Petrol,Third Owner,95000
Maruti,100000,Diesel,First Owner,811000
Hyundai,60000,Petrol,First Owner,1100000
Chevrolet,90000,Diesel,First Owner,600000
Maruti,50000,Diesel,Second Owner,550000
Mahindra,70000,Diesel,First Owner,715000
Mahindra,40000,Diesel,First Owner,300000
Tata,120000,Diesel,Third Owner,100000
Mahindra,195000,Diesel,First Owner,500000
Maruti,40000,Petrol,First Owner,350000
Tata,40000,Diesel,First Owner,100000
Tata,120000,Diesel,First Owner,325000
Maruti,360003,Petrol,Second Owner,220000
Maruti,60000,Petrol,Second Owner,55000
Renault,20000,Petrol,First Owner,330000
Mahindra,37000,Diesel,First Owner,480000
Maruti,57000,Diesel,Second Owner,950000
Hyundai,110000,Diesel,Second Owner,300000
Hyundai,110000,Petrol,Fourth & Above Owner,170000
Toyota,120000,Diesel,Second Owner,850000
Tata,8079,Diesel,First Owner,900000
Toyota,114368,Diesel,Second Owner,1325000
Ford,79990,Diesel,Second Owner,350000
Ford,81632,Diesel,First Owner,425000
Ford,155201,Diesel,First Owner,600000
Ford,101504,Diesel,First Owner,750000
Ford,90165,Diesel,First Owner,450000
Ford,86017,Diesel,Second Owner,325000
Mahindra,85036,Diesel,Second Owner,900000
Fiat,160254,Diesel,Second Owner,350000
Ford,125531,Diesel,Second Owner,600000
Hyundai,10000,Petrol,First Owner,1100000
Tata,20000,Petrol,First Owner,520000
Mahindra,170000,Diesel,First Owner,885000
Tata,40000,Diesel,First Owner,950000
Honda,120000,Petrol,Second Owner,229999
Maruti,100000,Diesel,Third Owner,409999
Ford,110000,Diesel,Third Owner,300000
Tata,120000,Diesel,Third Owner,175000
Maruti,206000,Petrol,Fourth & Above Owner,108000
Maruti,40000,Petrol,Second Owner,425000
Chevrolet,170000,Diesel,Fourth & Above Owner,272000
Hyundai,70000,Petrol,First Owner,310000
Hyundai,105000,Diesel,First Owner,1125000
Hyundai,46000,Petrol,Second Owner,450000
Volkswagen,80000,Diesel,Second Owner,388000
Hyundai,60000,Petrol,First Owner,400000
Honda,70000,Diesel,Third Owner,760000
Maruti,90000,Petrol,First Owner,120000
Maruti,25000,Diesel,First Owner,757000
Maruti,53000,Petrol,Second Owner,270000
Tata,90000,Diesel,Second Owner,250000
Toyota,60000,Diesel,First Owner,800000
Toyota,150000,Diesel,First Owner,1380000
Mahindra,24000,Diesel,First Owner,700000
Honda,100000,Diesel,Second Owner,450000
Mahindra,6000,Petrol,First Owner,650000
Mahindra,49700,Diesel,First Owner,950000
Toyota,80000,Diesel,Second Owner,626000
Toyota,100000,Diesel,First Owner,200000
Maruti,10000,Petrol,First Owner,600000
Renault,21000,Petrol,First Owner,290000
Maruti,25000,Petrol,First Owner,215000
Renault,22000,Petrol,First Owner,250000
Maruti,50000,Diesel,First Owner,750000
Maruti,20000,Petrol,Second Owner,250000
Honda,15000,Petrol,First Owner,950000
Ford,30000,Diesel,First Owner,793000
Hyundai,74000,Diesel,First Owner,750000
Honda,6550,Petrol,First Owner,725000
Hyundai,30000,Diesel,First Owner,480000
BMW,56000,Diesel,First Owner,3750000
Maruti,41779,Petrol,First Owner,795000
Honda,54000,Petrol,First Owner,625000
Mercedes-Benz,31000,Diesel,First Owner,2900000
Maruti,37000,Diesel,First Owner,625000
Chevrolet,90000,Diesel,Second Owner,440000
Toyota,13534,Petrol,First Owner,1400000
Toyota,7000,Petrol,Second Owner,1450000
Mercedes-Benz,23000,Diesel,First Owner,2700000
Toyota,43000,Diesel,First Owner,1925000
Kia,5000,Diesel,First Owner,1900000
Maruti,70000,Diesel,First Owner,844999
Skoda,99000,Diesel,First Owner,650000
Maruti,15000,Petrol,First Owner,750000
BMW,28156,Diesel,First Owner,6000000
Honda,30000,Petrol,First Owner,610000
Toyota,100000,Diesel,First Owner,2940000
Hyundai,63309,Diesel,First Owner,1150000
Toyota,94000,Diesel,First Owner,1825000
Hyundai,29000,Petrol,First Owner,890000
Jaguar,9000,Diesel,First Owner,2625000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Jaguar,9000,Diesel,First Owner,2625000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
Maruti,69779,Petrol,First Owner,600000
Hyundai,56290,Diesel,First Owner,450000
BMW,7500,Diesel,First Owner,5400000
BMW,8500,Diesel,First Owner,5500000
Honda,7032,Petrol,First Owner,779000
Skoda,11000,Petrol,First Owner,645000
Volvo,2000,Diesel,First Owner,2475000
Jaguar,9000,Diesel,First Owner,2625000
Lexus,20000,Petrol,First Owner,5150000
Jaguar,45000,Diesel,First Owner,3200000
Tata,110000,Diesel,First Owner,503000
Volvo,20000,Diesel,First Owner,3800000
Toyota,68089,Petrol,First Owner,2000000
Maruti,58343,Petrol,First Owner,225000
Maruti,38817,Diesel,First Owner,740000
Honda,56494,Petrol,First Owner,550000
Toyota,79328,Diesel,Second Owner,750000
Maruti,5621,Petrol,First Owner,650000
Toyota,25538,Petrol,First Owner,625000
